"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Musonycteris harrisoni",0,"XY","Musonycteris harrisoni","Musonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SCHALDACH & MCLAUGHLIN 1960",1960,"Mammals",0,62,"",1,"Phylogenetic Multiple Imputation",11.8,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Musonycteris harrisoni","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",16,-101.5103909,18.37555396,0,18.37555396,"This work",0,0,0,0,1,0,0,0,229.7107378,1016.30261,1283.987185,108.1393479,797.597981,263.0436559,50.51938626,0.003692063,0.10145939,0.147974434,0,NA
"Neonycteris pusilla",0,"XY","Neonycteris pusilla","Neonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SANBORN 1949",1949,"Mammals",1,52,"",1,"Phylogenetic Multiple Imputation",7.3,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Neonycteris pusilla","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,-69.47818961,0.863449334,0,0.863449334,"This work",0,0,0,0,1,0,0,0,240.9665764,3475.691479,420.5685923,23.36603234,167.6390192,4773.607491,0.353151262,1.89886e-05,0.000185064,5.68623e-05,0,NA
"Phylloderma stenops",0,"XY","Phylloderma stenops","Phylloderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1865",1865,"Mammals",0,115,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",55.82,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phylloderma stenops","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1022,-59.21037453,-5.003628759,0,5.003628759,"This work",0,0,0,0,1,0,0,0,244.1895674,2007.817754,840.5702391,56.9742727,377.4734749,1236.309443,27.93721296,0.002574072,0.045023402,0.061992035,0.052653956,NA
"Phyllonycteris aphylla",0,"XY","Phyllonycteris aphylla","Phyllonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MILLER 1898",1898,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",24.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",1,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",0.5,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllonycteris aphylla","CR","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-76.96028476,18.11206219,1,18.11206219,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,247.7822319,1968.433206,989.9278917,41.08883001,89.82411506,150.455043,369.3761396,0.007164431,0.020328219,0.025054227,0,0
"Phyllonycteris poeyi",0,"XY","Phyllonycteris poeyi","Phyllonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GUNDLACH 1861",1861,"Mammals",0,63.99,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",22,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllonycteris poeyi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",38,-78.91392824,21.60109753,1,21.60109753,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,247.9380972,1334.21344,1532.157818,51.07028227,144.6701397,136.7243649,187.5032301,0.005231343,0.153800001,0.117816094,0.001186809,NA
"Phyllops falcatus",1,"XAfusion","Phyllops falcatus","Phyllops","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1839",1839,"Mammals",0,70,"",1,"Phylogenetic Multiple Imputation",20.91,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllops falcatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",37,-78.91392824,21.60109753,1,21.60109753,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,247.8146873,1334.590099,1528.171552,51.01696247,146.515392,136.8160586,190.3241757,0.00530239,0.15559808,0.118771975,0.001180966,0.16666667
"Phyllostomus discolor",0,"XY","Phyllostomus discolor","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","WAGNER 1843",1843,"Mammals",0,97,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",43.4,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus discolor","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1155,-60.00053178,-5.137534776,0,5.137534776,"This work",0,0,0,0,1,0,0,0,245.7340509,1957.033404,874.8582252,59.4903835,363.3079176,1127.165052,28.52318747,0.002621813,0.063575337,0.059490616,0.077299794,0
"Phyllostomus elongatus",0,"XY","Phyllostomus elongatus","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","É. GEOFFROY SAINT-HILAIRE 1810",1810,"Mammals",0,95,"",1,"Phylogenetic Multiple Imputation",41.75,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus elongatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",946,-57.62587294,-6.050596302,0,6.050596302,"This work",0,0,0,0,1,0,0,0,248.1856174,1969.133895,844.2739582,59.77031139,323.509221,1264.91631,19.99602078,0.002116269,0.051415543,0.046285399,0.074192123,0.066666667
"Phyllostomus hastatus",0,"XY","Phyllostomus hastatus","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PALLAS 1767",1767,"Mammals",0,150,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",91.44,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus hastatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1150,-59.58584559,-5.867558288,0,5.867558288,"This work",0,0,0,0,1,0,0,0,243.3758195,1941.673163,886.034136,59.00607012,411.4352122,1132.101239,26.28119556,0.002467247,0.062602345,0.061634169,0.077718182,0.066666667
"Phyllostomus latifolius",0,"XY","Phyllostomus latifolius","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1901",1901,"Mammals",0,78,"HBL",0,"Goodman, Hutterer and Ngnegueu, 2001, Mammal. Biol., 66:22-34",31,0,"Reis, Peracchi, Pedro, and Lima, 2007. Morcegos do Brasil. Londrina: Nelio R. dos Reis, 253 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus latifolius","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",163,-59.76667319,0.644442772,0,0.644442772,"This work",0,0,0,0,0.981595092,0,0,0,253.3134636,2429.077696,649.6456874,43.58040351,156.4299605,2337.405186,4.219324439,0.000381538,0.00436149,0.000917809,0.007800567,NA
"Platalina genovensium",0,"XY","Platalina genovensium","Platalina","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1928",1928,"Mammals",0,94,"",1,"Phylogenetic Multiple Imputation",47,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platalina genovensium","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",50,-76.45937323,-10.91733698,0,10.91733698,"This work",0,0,0,0,1,0,0,0,138.4209442,489.5465682,890.0759394,102.9751456,2253.507784,405.7993306,65.89521878,0.002795771,0.060337247,0.125550955,0.089672674,NA
"Platyrrhinus albericoi",0,"XY","Platyrrhinus albericoi","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO 2005",2005,"Mammals",0,102,"",1,"Phylogenetic Multiple Imputation",55,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus albericoi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",94,-72.16427938,-8.723707189,0,8.723707189,"This work",0,0,0,0,1,0,0,0,222.7760439,2339.920861,897.1053853,41.86194259,814.2271418,1120.541681,18.94038451,0.001068883,0.026733679,0.038595657,0.015754214,NA
"Platyrrhinus angustirostris",0,"XY","Platyrrhinus angustirostris","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO, GARDNER, & PATTERSON 2010",2010,"Mammals",0,59,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",16.58,1,"Phylogenetic Multiple Imputation",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus angustirostris","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",111,-68.48865923,7.311745842,0,7.311745842,"This work",0,0,0,0,1,0,0,0,243.809012,1977.451796,676.1166087,60.49231748,471.6014628,876.2802826,51.65510052,0.003507996,0.035071882,0.126204483,0.153872001,NA
"Platyrrhinus aurarius",0,"XY","Platyrrhinus aurarius","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","HANDLEY & FERRIS 1972",1972,"Mammals",0,86.36,"",1,"Phylogenetic Multiple Imputation",35.12,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus aurarius","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",52,-63.58905894,4.249350267,0,4.249350267,"This work",0,0,0,0,1,0,0,0,236.7901103,2680.440823,475.5883105,47.05491331,467.4741971,3309.892226,1.886551756,0.00015406,0.002320799,0.00282231,0.009296962,NA
"Platyrrhinus brachycephalus",0,"XY","Platyrrhinus brachycephalus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","ROUK & CARTER 1972",1972,"Mammals",0,63.5,"",1,"Phylogenetic Multiple Imputation",14.26,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus brachycephalus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",570,-65.02023188,-3.29092064,0,3.29092064,"This work",0,0,0,0,1,0,0,0,246.8514224,2361.760783,628.3146045,48.24147691,271.6154656,1890.37929,5.728306036,0.000475234,0.015712521,0.017338262,0.037869856,NA
"Platyrrhinus chocoensis",0,"XY","Platyrrhinus chocoensis","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","ALBERICO & VELASCO 1991",1991,"Mammals",1,83,"",1,"Phylogenetic Multiple Imputation",30.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus chocoensis","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",16,-77.98754876,2.331001744,0,2.331001744,"This work",0,0,0,0,1,0,0,0,227.8699333,4217.367064,281.9983418,32.52418079,609.7278556,577.6755884,61.98021135,0.003632986,0.043443436,0.089852415,0.000894021,NA
"Platyrrhinus dorsalis",0,"XY","Platyrrhinus dorsalis","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1900",1900,"Mammals",0,86,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",26,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus dorsalis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",98,-73.96048927,6.458749245,0,6.458749245,"This work",0,0,0,0,1,0,0,0,222.6528237,2151.467997,420.4563063,45.85977866,867.715223,374.8026624,107.3661626,0.006210785,0.055134783,0.224187215,0.017703856,NA
"Platyrrhinus fusciventris",0,"XY","Platyrrhinus fusciventris","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO, GARDNER, & PATTERSON 2010",2010,"Mammals",0,59,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",16.7,1,"Phylogenetic Multiple Imputation",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus fusciventris","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",233,-58.71285801,1.360376986,0,1.360376986,"This work",0,0,0,0,1,0,0,0,252.5388156,2355.457182,640.361437,50.15585219,199.3138647,1932.435144,6.610226877,0.000676057,0.009996515,0.007389517,0.012660438,NA
"Platyrrhinus guianensis",0,"XY","Platyrrhinus guianensis","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO & LIM 2014",2014,"Mammals",0,76,"",1,"Phylogenetic Multiple Imputation",26,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,1,"Taxonomic Imputation","","","",11,-57.39909589,4.255704804,0,4.255704804,"This work",0,0,0,0,1,0,0,0,254.3534742,2100.990415,543.521551,54.04222987,137.5186468,1905.682524,0.718874507,0.000121149,0.002299779,0.000201851,7.00575e-06,NA
"Platyrrhinus helleri",0,"XY","Platyrrhinus helleri","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1866",1866,"Mammals",0,65,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.5,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus helleri","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",952,-65.42913388,-2.693660453,0,2.693660453,"This work",0,0,0,0,1,0,0,0,237.5983002,2138.070039,737.6986755,55.16984413,490.0228651,1368.216278,19.21345904,0.001481185,0.044096509,0.048938151,0.05074841,NA
"Platyrrhinus infuscus",0,"XY","Platyrrhinus infuscus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1880",1880,"Mammals",0,96,"",1,"Phylogenetic Multiple Imputation",50.76,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus infuscus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",167,-72.84602201,-7.53684696,0,7.53684696,"This work",0,0,0,0,1,0,0,0,209.3251975,2108.047289,801.2973516,42.84134281,1071.20376,1247.385876,22.90862751,0.001299087,0.039419574,0.086114194,0.014203223,NA
"Platyrrhinus ismaeli",0,"XY","Platyrrhinus ismaeli","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO 2005",2005,"Mammals",0,86,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",37.1,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus ismaeli","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",23,-77.61633929,-2.816537571,0,2.816537571,"This work",0,0,0,0,1,0,0,0,202.1020315,2391.679155,565.9655534,24.61591579,1222.326525,1011.964525,20.80060985,0.001540677,0.043954678,0.052220443,0.00056699,NA
"Platyrrhinus lineatus",1,"XAYAfusion","Platyrrhinus lineatus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","É. GEOFFROY SAINT-HILAIRE 1810",1810,"Mammals",0,103,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",24.4,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus lineatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",596,-50.64048683,-17.53941016,0,17.53941016,"This work",0,0,0,0,1,0,0,0,224.4915275,1346.886783,1787.84284,61.81913786,655.5674821,345.9669587,42.31724526,0.004336259,0.127691237,0.112141752,0.157925535,NA
