"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Crocidura zaitsevi",0,"XY","Crocidura zaitsevi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","JENKINS, ABRAMOV, ROZHNOV, & MAKAROVA 2007",2007,"Mammals",0,58,"HBL",0,"Francis, 2019. Field Guide to the Mammals of Southeast Asia. Bloomsbury, London, 416 p.",5.9,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,1,0,0,0,0,"Francis, 2019. Field Guide to the Mammals of Southeast Asia. Bloomsbury, London, 416 p.",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura zaitsevi","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",8,108.3981549,12.01495002,0,12.01495002,"This work",0,0,1,0,0,0,0,0,229.5310694,1840.51541,1574.975189,70.83975056,701.2417904,339.4149699,98.61602525,0.002153741,0.158043496,0.012354557,0,NA
"Crocidura zaphiri",0,"XY","Crocidura zaphiri","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DOLLMAN 1915",1915,"Mammals",1,105,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",45,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Yalden and Largen, 1992, Mamm. Rev., 22:115-150",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura zaphiri","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",5,34.57377615,0.305299543,0,0.305299543,"This work",1,0,0,0,0,0,0,0,199.0506997,1531.252819,782.4553076,45.77117579,1490.770701,395.6195734,401.5480524,0.008172732,0.333449917,0.206291987,0.002723881,NA
"Crocidura zarudnyi",0,"XY","Crocidura zarudnyi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","OGNEV 1928",1928,"Mammals",0,60.8,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",6.71,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura zarudnyi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",68,64.77817887,29.98868911,0,29.98868911,"This work",0,0,0.014705882,0,0,0,0.985294118,0,197.3646656,182.5888968,8289.721902,95.62019216,1339.589713,457.8949242,44.90683087,0.000836994,0.058177088,0.025333578,0.128016735,NA
"Crocidura zimmeri",0,"XY","Crocidura zimmeri","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","OSGOOD 1936",1936,"Mammals",1,123,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",14.5,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura zimmeri","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,26.5769946,-9.009845395,0,9.009845395,"This work",1,0,0,0,0,0,0,0,231.9566116,1150.864945,1340.326446,86.959573,825.1657713,509.0782369,45.53949459,0.003269081,0.003633992,0.006405131,0.008782595,NA
"Crocidura zimmermanni",0,"XY","Crocidura zimmermanni","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","WETTSTEIN 1953",1953,"Mammals",0,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.7,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura zimmermanni","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,24.84829822,35.23307464,1,35.23307464,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,0,0,1,0,163.8510026,690.0147069,4750.741742,85.63894317,107.0816557,115.7696068,106.8392652,0.000735087,0.034637977,0.05226978,0,0.75
"Cryptotis alticola",0,"XY","Cryptotis alticola","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MERRIAM 1895",1895,"Mammals",0,92,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.4,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis alticola","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",19,-100.1326935,19.64434136,0,19.64434136,"This work",0,0,0,0.052631579,0.947368421,0,0,0,170.801966,931.8881213,1989.089925,90.77144931,1983.153391,136.5571202,518.4799895,0.044480938,0.145377724,0.203704797,0.004697346,NA
"Cryptotis aroensis",0,"XY","Cryptotis aroensis","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","QUIROGA-CARMONA & MOLINARI 2012",2012,"Mammals",1,85,"",1,"Phylogenetic Multiple Imputation",10.5,1,"Phylogenetic Multiple Imputation",0.5457,0.4882,1,"Phylogenetic Multiple Imputation",0,0,1,0,0,0,1,"Taxonomic Imputation",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis aroensis","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-68.822333,10.36731524,0,10.36731524,"This work",0,0,0,0,1,0,0,0,243.4963152,1258.912082,504.1996963,53.70895023,441.2880542,220.8127906,172.2051807,0.017410419,0.052643928,0.130156958,0.019182574,NA
"Cryptotis brachyonyx",0,"XY","Cryptotis brachyonyx","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","WOODMAN 2003",2003,"Mammals",1,84.6582,"",1,"Phylogenetic Multiple Imputation",9.6,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis brachyonyx","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,-74.3614761,4.7043948,0,4.7043948,"This work",0,0,0,0,1,0,0,0,198.801853,1771.663321,332.6585806,37.93540527,1474.992525,221.5436852,390.4854331,0.016977035,0.051098471,0.38720682,0.005564933,NA
"Cryptotis colombiana",0,"XY","Cryptotis colombiana","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","WOODMAN & TIMM 1993",1993,"Mammals",1,78,"",1,"Phylogenetic Multiple Imputation",5.9,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis colombiana","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-75.39359608,5.889857224,0,5.889857224,"This work",0,0,0,0,1,0,0,0,175.7919154,2354.56803,292.1881533,33.83710564,1840.266873,195.7095079,338.5817894,0.015997509,0.038193981,0.377330631,0,NA
"Cryptotis endersi",0,"XY","Cryptotis endersi","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","SETZER 1950",1950,"Mammals",1,89,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis endersi","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-82.43267155,8.859276829,0,8.859276829,"This work",0,0,0,0,1,0,0,0,213.4851371,2971.3924,411.9023569,32.997595,612.7022727,533.4397342,31.91138264,0.002568494,0.008616034,0.022220814,0,NA
"Cryptotis equatoris",0,"XY","Cryptotis equatoris","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1912",1912,"Mammals",1,87,"",1,"Phylogenetic Multiple Imputation",11.77,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis equatoris","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",8,-78.46030198,-0.870809108,0,0.870809108,"This work",0,0,0,0,1,0,0,0,130.3410461,1647.867661,387.1314896,37.13912734,2595.842206,619.6050127,111.1095431,0.011993637,0.093640546,0.240086104,0.008695188,NA
"Cryptotis goldmani",0,"XY","Cryptotis goldmani","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MERRIAM 1895",1895,"Mammals",0,92,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis goldmani","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",9,-97.41352107,17.07038035,0,17.07038035,"This work",0,0,0,0,1,0,0,0,197.4204994,1219.708328,1346.011557,94.51482343,1407.349698,272.0800057,51.84655178,0.005222195,0.093209747,0.19566307,0,NA
"Cryptotis goodwini",0,"XY","Cryptotis goodwini","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","JACKSON 1933",1933,"Mammals",1,94.91,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",19,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis goodwini","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",12,-90.6832681,15.01831102,0,15.01831102,"This work",0,0,0,0,1,0,0,0,200.3722782,2046.593613,1060.480543,76.00185529,1202.018628,215.3515663,209.7641978,0.019448367,0.146310607,0.114746303,0,NA
"Cryptotis gracilis",0,"XY","Cryptotis gracilis","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MILLER 1911",1911,"Mammals",0,79,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",7,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis gracilis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,-83.43659017,9.522982349,0,9.522982349,"This work",0,0,0,0,1,0,0,0,216.7450045,3291.200928,448.3769425,45.3811505,662.1298589,389.8764616,87.6991396,0.010119077,0.042807489,0.087784381,0,NA
"Cryptotis griseoventris",0,"XY","Cryptotis griseoventris","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","JACKSON 1933",1933,"Mammals",1,85,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",9.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis griseoventris","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,-91.37063129,15.57579849,0,15.57579849,"This work",0,0,0,0,1,0,0,0,181.1549214,1921.253689,1240.72777,75.07547429,1599.929231,204.4827986,183.3204913,0.020490325,0.10899753,0.148430103,0,NA
"Cryptotis hondurensis",0,"XY","Cryptotis hondurensis","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","WOODMAN & TIMM 1992",1992,"Mammals",1,79,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",5,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis hondurensis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-87.09526491,14.1865258,0,14.1865258,"This work",0,0,0,0,1,0,0,0,213.4666667,1283.693496,1093.942344,77.50704607,1066.210434,125.8428184,201.8349577,0.013728757,0.086999282,0.15694501,0,NA
"Cryptotis lacandonensis",0,"XY","Cryptotis lacandonensis","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","GUEVARA, SÁNCHEZ-CORDERO, LEÓN-PANIAGUA, & WOODMAN 2014",2014,"Mammals",1,85,"",1,"Phylogenetic Multiple Imputation",10.6,1,"Phylogenetic Multiple Imputation",0.5159,0.5248,1,"Phylogenetic Multiple Imputation",0.5,0,1,0,0,0,1,"Taxonomic Imputation",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,1,"Taxonomic Imputation","","","",4,-90.966667,16.89988403,0,16.89988403,"This work",0,0,0,0,1,0,0,0,239.4524595,2226.749712,1656.567382,61.22840631,365.6266032,685.1902971,20.89247601,0.001135401,0.127482677,0.069164252,0,NA
"Cryptotis lacertosus",0,"XY","Cryptotis lacertosus","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","WOODMAN 2010",2010,"Mammals",1,87,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",17,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",0,0,1,0,0,0,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis lacertosus","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-91.502778,15.76211301,0,15.76211301,"This work",0,0,0,0,1,0,0,0,158.4618005,2238.713705,1095.770743,69.81895318,1992.706967,243.8049077,263.1056267,0.029835543,0.077320069,0.133750517,0,NA
"Cryptotis magna",0,"XY","Cryptotis magna","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MERRIAM 1895",1895,"Mammals",0,84.99,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",7,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis magna","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,-96.16714032,17.32882452,0,17.32882452,"This work",0,0,0,0,1,0,0,0,204.7851437,1892.32174,1806.77076,82.7048734,1116.897077,268.2888572,66.58909289,0.007217874,0.131500818,0.158240202,0,NA
"Cryptotis mam",0,"XY","Cryptotis mam","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","WOODMAN 2010",2010,"Mammals",1,81,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",11,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,1,0,0,0,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis mam","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-91.616667,15.59989202,0,15.59989202,"This work",0,0,0,0,1,0,0,0,156.4358,2231.271467,1079.7116,69.8422,2033.1804,230.5898,272.1277525,0.030904195,0.07776976,0.136756651,0,NA
"Cryptotis mayensis",0,"XY","Cryptotis mayensis","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MERRIAM 1901",1901,"Mammals",0,90,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.32,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis mayensis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",23,-89.27014312,19.28807457,0,19.28807457,"This work",0,0,0,0,1,0,0,0,256.0964075,1253.68194,1748.32017,62.1295249,87.32714129,365.5485087,35.02105924,0.002299962,0.061483901,0.027734153,0,NA
"Cryptotis medellinia",0,"XY","Cryptotis medellinia","Cryptotis","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1921",1921,"Mammals",1,91,"",1,"Phylogenetic Multiple Imputation",16.2,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Cryptotis medellinia","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,-75.3904708,5.951399276,0,5.951399276,"This work",0,0,0,0,1,0,0,0,184.6451866,2592.167234,270.6673072,34.45966571,1647.379268,296.568678,218.8864522,0.009955138,0.035132353,0.312549529,3.04262e-05,NA
