"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","AssessedStatus2","SourceStatus2","ThreatStatus","ImputedThreatStatus","AbsoluteLatitude","RangeSize","RangeSize_km2","Longitude","Latitude","Insularity","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","PropGrazingArea","PropAnthroHyde","DietInv","DietVend","DietVect","DietVfish","DietVunk","DietScav","DietFruit","DietNect","DietSeed","DietPlant","SourceDiet","DietBreadth","MaxLongevity","SourceLongevity","LitterSize","LitterSize_Metric","SourceLitterSize","DirectDev","LarvalStage","Viviparity","SourceDirectDev","SourceLarvalStage","BiomeNum_1","BiomeNum_2","BiomeNum_3","BiomeNum_4","BiomeNum_5","BiomeNum_6","BiomeNum_7","BiomeNum_8","BiomeNum_9","BiomeNum_10","BiomeNum_11","BiomeNum_12","BiomeNum_13","BiomeNum_14","PopulationTrend","Threat_1","Threat_2","Threat_3","Threat_4","Threat_5","Threat_6","Threat_7","Threat_8","Threat_9","Threat_10","Threat_11","Threat_12","ThreatSum","perc.acro","haploid","auto.hap"
"Phyllops falcatus",1,"XAfusion","Phyllops falcatus","Phyllops","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1839",1839,"Mammals",0,70,"",1,"Phylogenetic Multiple Imputation",20.91,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllops falcatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,21.60109753,37,181366.5704,-78.91392824,21.60109753,1,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,247.8146873,1334.590099,1528.171552,51.01696247,146.515392,136.8160586,190.3241757,0.00530239,0.15559808,0.118771975,0.001180966,0.124286297,0.279672445,0,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","0.98","Average","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.351351351,0.513513514,0.027027027,0,0,0,0,0,0,0,0,0,0.054054054,0.054054054,1,1,1,0,0,0,0,0,0,0,0,1,0,3,0,15,14
"Phyllostomus discolor",0,"XYknown","Phyllostomus discolor","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","WAGNER 1843",1843,"Mammals",0,97,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",43.4,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus discolor","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,5.137534776,1155,12515851.69,-60.00053178,-5.137534776,0,"This work",0,0,0,0,1,0,0,0,245.7340509,1957.033404,874.8582252,59.4903835,363.3079176,1127.165052,28.52318747,0.002621813,0.063575337,0.059490616,0.077299794,0.163705304,0.125687765,1,0,0,0,0,0,1,1,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",3,15,"Wilkinson and Adams, 2019, Biol. Lett., 15:20180860","0.995","Midpoint","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.635497835,0.122943723,0.00952381,0,0,0,0.180952381,0,0.00952381,0.000865801,0,0,0.020779221,0.01038961,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,15
"Phyllostomus elongatus",0,"XYknown","Phyllostomus elongatus","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","É. GEOFFROY SAINT-HILAIRE 1810",1810,"Mammals",0,95,"",1,"Phylogenetic Multiple Imputation",41.75,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus elongatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,6.050596302,946,10600088.26,-57.62587294,-6.050596302,0,"This work",0,0,0,0,1,0,0,0,248.1856174,1969.133895,844.2739582,59.77031139,323.509221,1264.91631,19.99602078,0.002116269,0.051415543,0.046285399,0.074192123,0.145818074,0.09981721,1,0,0,0,0,0,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","0.985","Midpoint","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.652219873,0.119450317,0,0,0,0,0.191331924,0,0.00422833,0.005285412,0,0,0.010570825,0.011627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066666667,16,15
"Phyllostomus hastatus",0,"XYknown","Phyllostomus hastatus","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PALLAS 1767",1767,"Mammals",0,150,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",91.44,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus hastatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,5.867558288,1150,12647254.4,-59.58584559,-5.867558288,0,"This work",0,0,0,0,1,0,0,0,243.3758195,1941.673163,886.034136,59.00607012,411.4352122,1132.101239,26.28119556,0.002467247,0.062602345,0.061634169,0.077718182,0.166847879,0.126703761,1,0,1,0,0,0,0,0,0,1,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027; Gual-Suárez and Medellín, 2021, Mammal Rev, 51:540-558",3,22,"Wilkinson and Adams, 2019, Biol. Lett., 15:20180860","0.995","Midpoint","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.632173913,0.119130435,0.003478261,0,0,0,0.185217391,0,0.009565217,0.011304348,0,0,0.02,0.009565217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066666667,16,15
"Phyllostomus latifolius",0,"XYknown","Phyllostomus latifolius","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1901",1901,"Mammals",0,78,"HBL",0,"Goodman, Hutterer and Ngnegueu, 2001, Mammal. Biol., 66:22-34",31,0,"Reis, Peracchi, Pedro, and Lima, 2007. Morcegos do Brasil. Londrina: Nelio R. dos Reis, 253 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus latifolius","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,0.644442772,163,1553109.083,-59.76667319,0.644442772,0,"This work",0,0,0,0,0.981595092,0,0,0,253.3134636,2429.077696,649.6456874,43.58040351,156.4299605,2337.405186,4.219324439,0.000381538,0.00436149,0.000917809,0.007800567,0.011316737,0.005660836,1,0,0,0,0,0,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","","","",1,0,1,"Assumed for this work","Assumed for this work",0.938650307,0,0,0,0,0,0.030674847,0,0,0,0,0,0,0.006134969,NA,0,0,1,0,0,1,0,0,0,0,0,0,2,0.0625,16,15
"Platyrrhinus vittatus",1,"XAYAfusion","Platyrrhinus vittatus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1860",1860,"Mammals",0,103,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",41.4,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus vittatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,8.362839008,108,769776.6307,-72.37559899,8.362839008,0,"This work",0,0,0,0,1,0,0,0,243.1770904,2064.397347,528.5971703,52.74618654,486.3379981,322.1762386,87.06939138,0.005410254,0.050459091,0.189639534,0.058289277,0.28280969,0.245508879,0,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","0.98","Average","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.601851852,0.111111111,0,0,0,0,0.092592593,0,0,0,0,0,0.175925926,0.009259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,14
"Tonatia bidens",0,"XYknown","Tonatia bidens","Tonatia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SPIX 1823",1823,"Mammals",0,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",27.7,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Tonatia bidens","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","",NA,20.09623834,220,1993803.935,-50.29461771,-20.09623834,0,"This work",0,0,0,0,1,0,0,0,229.2036127,1258.156061,2357.10591,55.8396316,441.5031424,264.7023948,59.17226724,0.006933639,0.177078967,0.134464659,0.124549985,0.316985557,0.318477265,1,1,0,0,0,0,0,0,0,0,"Gual-Suárez and Medellín, 2021, Mammal Rev, 51:540-558",2,NA,"","0.98","Average","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.4,0.190909091,0,0,0,0,0.372727273,0,0.031818182,0,0,0,0,0.004545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571428571,8,7
"Trachops cirrhosus",0,"XYknown","Trachops cirrhosus","Trachops","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SPIX 1823",1823,"Mammals",0,92,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",37.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Trachops cirrhosus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,5.247672379,1177,12660640.91,-59.9847136,-5.247672379,0,"This work",0,0,0,0,1,0,0,0,244.4321972,1963.964779,908.4687725,58.68725687,378.7893615,1120.888773,27.83934348,0.002602325,0.064358066,0.061541541,0.071891494,0.160521998,0.128501932,1,1,1,0,0,0,0,0,0,0,"Gual-Suárez and Medellín, 2021, Mammal Rev, 51:540-558",3,NA,"","0.99","Midpoint","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.650807137,0.118096856,0.007646559,0,0,0,0.173322005,0,0.006796941,0.007646559,0,0,0.017841971,0.009345794,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,14
"Trinycteris nicefori",0,"XYknown","Trinycteris nicefori","Trinycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SANBORN 1949",1949,"Mammals",0,58,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.25,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Trinycteris nicefori","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,1.127319101,462,4254093.347,-67.05924792,1.127319101,0,"This work",0,0,0,0,1,0,0,0,240.6020511,2340.697759,637.1061889,49.48589277,432.8394202,1554.570643,21.05260471,0.001503345,0.025356274,0.060791234,0.048693788,0.126029404,0.087650853,1,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",2,NA,"","1","CentralTendency","Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",1,0,1,"Assumed for this work","Assumed for this work",0.792207792,0.036796537,0.006493506,0,0,0,0.08008658,0,0,0.017316017,0,0,0.043290043,0.010822511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"Uroderma bilobatum",1,"XAYAfusion","Uroderma bilobatum","Uroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1866",1866,"Mammals",0,69,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",16.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Uroderma bilobatum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,5.126061801,1185,12990743.28,-60.57047693,-5.126061801,0,"This work",0,0,0,0,1,0,0,0,242.0440173,1940.410435,887.606205,59.72137098,436.8773666,1110.174777,29.63568512,0.002698509,0.064042467,0.064830911,0.070466843,0.162343262,0.131571887,0,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","0.995","Midpoint","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.632067511,0.122362869,0.008438819,0,0,0,0.176371308,0,0.006751055,0.01350211,0,0,0.021097046,0.010126582,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857142857,22,21
"Uroderma magnirostrum",1,"XAYAfusion","Uroderma magnirostrum","Uroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DAVIS 1968",1968,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",17.3,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Uroderma magnirostrum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,4.831717383,1012,10830762.35,-59.53645452,-4.831717383,0,"This work",0,0,0,0,1,0,0,0,247.2859894,2000.276306,801.5874327,58.18965625,345.3695175,1272.405137,20.46746,0.001675412,0.04205517,0.052318572,0.057859448,0.136012725,0.096049153,0,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","0.98","Average","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.644268775,0.143280632,0.011857708,0,0,0,0.147233202,0,0.006916996,0.008893281,0,0,0.019762846,0.011857708,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16666667,18,17
"Vampyriscus bidens",1,"XAYAfusion","Vampyriscus bidens","Vampyressa","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","(DOBSON, 1878)",1878,"Mammals",0,62,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",11.91,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Vampyriscus bidens","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,3.289730976,617,6730257.056,-64.57743718,-3.289730976,0,"This work",0,0,0,0,1,0,0,0,241.1182329,2325.018391,622.9505934,48.86934343,392.0093567,1830.909288,7.951109366,0.00070334,0.017542532,0.026580113,0.026409444,0.065635366,0.044825986,0,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","0.99","Midpoint","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.873581848,0.017828201,0,0,0,0,0.064829822,0,0,0.022690438,0,0,0.008103728,0.006482982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,12
"Vampyriscus brocki",1,"XAYAfusion","Vampyriscus brocki","Vampyressa","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERSON, 1968",1968,"Mammals",0,82,"",1,"Phylogenetic Multiple Imputation",48,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Vampyriscus brocki","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","LC",0,0.625138831,116,927145.9303,-63.22315926,0.625138831,0,"This work",0,0,0,0,1,0,0,0,252.3185395,2485.708426,541.4238805,39.8269951,138.2270521,2564.622213,2.028971463,0.000256997,0.006034456,0.001578166,0.016687914,0.022991895,0.00786962,0,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","","","",1,0,1,"Assumed for this work","Assumed for this work",0.931034483,0,0,0,0,0,0.043103448,0,0,0,0,0,0,0.017241379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"Vampyressa melissa",0,"XYknown","Vampyressa melissa","Vampyressa","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1926",1926,"Mammals",0,66,"",1,"Phylogenetic Multiple Imputation",16.58,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Vampyressa melissa","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","VU",0,3.931310404,71,445311.145,-75.46946975,-3.931310404,0,"This work",0,0,0,0,1,0,0,0,213.9005205,2494.661091,586.3742256,34.75589902,1000.616836,1058.980638,37.45783535,0.001880071,0.036146455,0.096745131,0.007225454,0.123062012,0.134771656,0,0,0,0,0,0,1,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,NA,"","0.98","Average","Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,0,1,"Assumed for this work","Assumed for this work",0.929577465,0.014084507,0,0,0,0,0.028169014,0,0,0.028169014,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,4,0,7,6
